index,titulo,autor,disp,genero,n_pags,editora 
 5154,"Manual da Mulher Bem Resolvida","Taty Ferreira",DISPONIVEL,"Autoajuda / Literatura Brasileira / Psicologia ",240,Planeta 
 5155,"Dez; nota dez!","Denilson Monteiro",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira / Não-ficção ",408,Planeta 
 5156,"Casar Sem Frescura","Claudia Matarazzo",DISPONIVEL," Se você já tem o noivo, o resto agora está mais fácil!Autoajuda / Literatura Brasileira ",276,Planeta 
 5157,"O Velho Que Acordou Menino","Rubem Alves",DISPONIVEL,"Literatura Brasileira / Biografia, Autobiografia, Memórias ",252,Planeta 
 5158,"As Receitas de Elisa Fernandes","Elisa Fernandes",DISPONIVEL,"Bem estar e lazer / Biografia, Autobiografia, Memórias / Culinária e Gastronomia / Entretenimento / Literatura Brasileira ",176,Planeta 
 5159,"Nany People - Ser Mulher Não É Para Qualquer Um","Flavio Queiroz",DISPONIVEL,"Ensaios / Literatura Brasileira ",224,Planeta 
 5160,"As Cinco Fases do Namoro","Sandro Arquejada",DISPONIVEL,"Autoajuda / Literatura Brasileira / Religião e Espiritualidade ",320,Planeta 
 5161,"Minha Vida Como Um Ramone","Marky Ramone",DISPONIVEL," Stephen KingBiografia, Autobiografia, Memórias / Literatura Estrangeira / Música ",448,Planeta 
 5162,"Cidade Banida","Ricardo Ragazzo",DISPONIVEL," Irá ela abraçar essa sua missão?Ficção / Ficção científica / Infantojuvenil / Literatura Brasileira ",384,Planeta 
 5163,"Nada para vestir","Arlindo Grund",DISPONIVEL,"Design / Literatura Brasileira / Moda, Estilo e Beleza ",192,Planeta 
 5164,"Comece bem o seu dia","Luzia Santiago",DISPONIVEL," Independente do seu problema, Comece bem o seu dia é o primeiro passo para vencer as barreiras do cotidiano!Autoajuda / Bem estar e lazer / Literatura Brasileira / Religião e Espiritualidade ",320,Planeta 
 5165,"Destino La Templanza","María Dueñas",DISPONIVEL,"Literatura Estrangeira / Romance ",480,Planeta 
 5166,"Por Onde Andam as Pessoas Interessantes?","Daniel Bovolento",DISPONIVEL,"Autoajuda / Crônicas / Literatura Brasileira ",192,Planeta 
 5167,"Morri Para Viver","Andressa Urach",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira / Religião e Espiritualidade ",240,Planeta 
 5168,"História Bizarra da 2ª Guerra Mundial","Otavio Cohen",DISPONIVEL," Diversão e conhecimento junto e misturado!História / Literatura Brasileira / Não-ficção ",288,Planeta 
 5169,"Dexter Está Morto","Jeff Lindsay",DISPONIVEL,"Drama / Ficção / Literatura Estrangeira / Suspense e Mistério / Terror ",320,Planeta 
 5170,"Amor Entre Guerras","Marianne Nishihata",DISPONIVEL,"História / Literatura Brasileira / Não-ficção / Romance ",320,Planeta 
 5171,"Bom Dia; Princesa!","Blue Jeans",DISPONIVEL,"Literatura Estrangeira / Romance ",496,Planeta 
 5172,"O Livro dos Monstros","Karen Jonz",DISPONIVEL,"Bem estar e lazer / Literatura Brasileira ",80,Planeta 
 5173,"Alex; A Biografia","Marcos Eduardo Neves",DISPONIVEL,"Biografia, Autobiografia, Memórias / Esportes ",236,Planeta 
 5174,"Os Judeus Que Construíram O Brasil","Anita Novinsky",DISPONIVEL,"História / História do Brasil / Literatura Brasileira ",304,Planeta 
 5175,"365 Tweets de Deus","Leo Cardoso",DISPONIVEL,"Humor, Comédia / Literatura Brasileira / Não-ficção ",208,Planeta 
 5176,"O que aprendemos com os Gatos","Paloma Díaz-Mas",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",144,Planeta 
 5177,"O Fator Churchill","Boris Johnson",DISPONIVEL,"THE TIMESBiografia, Autobiografia, Memórias / Literatura Estrangeira ",496,Planeta 
 5178,"Conquistando A Liberdade Interior","Pe. Adriano Zandoná",DISPONIVEL,"Autoajuda / Literatura Brasileira / Religião e Espiritualidade ",238,Planeta 
 5179,"Holocausto Nunca mais","Augusto Cury",DISPONIVEL,"Ficção / História / Literatura Brasileira ",575,Planeta 
 5180,"Seu treinador pessoal","Marcio Lui",DISPONIVEL,"Autoajuda / Bem estar e lazer / Esportes / Literatura Brasileira ",190,Planeta 
 5181,"Pra frente!","Cleto Coelho",DISPONIVEL,"Abra o seu coração porque as páginas deste livro são convites à descoberta de cada valor que precisamos carregar dentro de nós!Autoajuda / Literatura Brasileira / Religião e Espiritualidade ",112,Editora 
 5182,"Lidere com humildade","Jeffrey A. Krames",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Religião e Espiritualidade ",176,Editora 
 5183,"Mulheres cheias de graça","Pe Fábio de Melo",DISPONIVEL,"Ficção / Literatura Brasileira / Religião e Espiritualidade ",192,Editora 
 5184,"Moda Intuitiva","Cris Guerra",DISPONIVEL,"Moda, Estilo e Beleza ",192,Editora 
 5185,"Mulheres Cheias de Graça","Pe Fábio de Melo",DISPONIVEL,"Religião e Espiritualidade / Ficção / Literatura Brasileira ",192,Editora 
 5186,"Tão Longe do Mundo","Tavae Raioaoa",DISPONIVEL," ",132,Editora 
 5187,"Trilogía Martín ojo de plata","Matilde Asensi",DISPONIVEL,"Aventura / Ficção ",947,Editora 
 5188,"Tempo de Esperas","Padre Fábio de Melo",DISPONIVEL,"""Religião e Espiritualidade ",168,Editora 
 5189,Logia,"Francisco Ortega",DISPONIVEL,"Ficção / Literatura Estrangeira ",515,Editora 
 5190,"As duas faces da Glória","William Waack",DISPONIVEL,"Bolívar Lamounier ",248,Editora 
 5191,"O Grande Herói","Marcus Lutrell",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",377,Planeta 
 5192,"O Terceiro Reich em Guerra","Richard J. Evans",DISPONIVEL,"Geografia / História Geral ",1056,. 
 5193,"Manual Prático do Ódio",Ferréz,DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira ",272,Planeta 
 5194,"Sem Rumo","Liliane Prata",DISPONIVEL,"Ficção / Literatura Brasileira ",200,Planeta 
 5195,"O Horror da Guerra","Niall Ferguson",DISPONIVEL,"História / História Geral / Literatura Estrangeira ",768,Planeta 
 5196,"Momentos de reflexão","Chico Xavier",DISPONIVEL,"Literatura Brasileira / Religião e Espiritualidade ",304,Planeta 
 5197,"Era uma vez... Eu","Paulo Lins",DISPONIVEL," Ficção / Ficção / Literatura Brasileira / Literatura Brasileira ",64,Planeta 
 5198,"O Último Passageiro","Manel Loureiro Doval",DISPONIVEL,"Ficção / Ficção científica / Literatura Estrangeira ",384,Planeta 
 5199,"Once Upon A Time: Uma Antologia de Contos de Fadas","Irmãos Grimm",DISPONIVEL,"Ficção / Infantojuvenil / Literatura Estrangeira ",272,Planeta 
 5200,"Os Corruptores","Jorge Zepeda Patterson",DISPONIVEL,"Ficção / Literatura Estrangeira ",344,Planeta 
 5201,"Usain Bolt: Mais Rápido Que Um Raio","Usain Bolt",DISPONIVEL,"Biografia, Autobiografia, Memórias / Esportes / Literatura Estrangeira ",304,Planeta 
 5202,"João Paulo II  Estou Nas Mãos de Deus","Karol Wojtyla",DISPONIVEL,"Literatura Estrangeira / Religião e Espiritualidade ",640,Planeta 
 5203,"O Lado Sujo do Futebol","Amaury Ribeiro Jr.",DISPONIVEL,"Literatura Brasileira ",400,Planeta 
 5204,"Neymar: O Sonho Brasileiro","Peter Banke",DISPONIVEL,"Biografia, Autobiografia, Memórias / Esportes / Literatura Brasileira ",224,Planeta 
 5205,"Meia-Noite em Bhopal","Javier Moro",DISPONIVEL,"Literatura Estrangeira / Romance ",360,Planeta 
 5206,"Ronnie Von","Antonio Guerreiro",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Brasileira ",192,Planeta 
 5207,Mandela,"Christo Brand",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção ",304,Planeta 
 5208,"Bolsas; Beijos e Brigadeiros","Fernanda França",DISPONIVEL,"Ficção / Infantojuvenil / Literatura Brasileira / Romance ",304,Planeta 
 5209,Narcoditadura,"Percival de Souza",DISPONIVEL,"Literatura Brasileira / Sociologia ",226,Planeta 
 5210,"Matar Alguém","Roger Franchini",DISPONIVEL,"Crime / Ficção / Literatura Brasileira / Romance policial / Suspense e Mistério ",368,Planeta 
 5211,"Em Meia Hora... A Morte","Francisco Martín Moreno",DISPONIVEL,"Ficção / Literatura Estrangeira ",480,Planeta 
 5212,"As Lições de Chico Xavier","Marcel Souto Maior",DISPONIVEL,"Literatura Brasileira / Religião e Espiritualidade ",96,Planeta 
 5213,"Pablo Escobar","Alonso Salazar Jr.",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",368,Planeta 
 5214,"A Década Roubada","Jorge Lanata",DISPONIVEL,"Biografia, Autobiografia, Memórias / História / Literatura Estrangeira / Não-ficção ",336,Planeta 
 5215,"Oito Vias Para Ser Feliz","Frei Betto",DISPONIVEL,"Literatura Brasileira / Religião e Espiritualidade ",160,Planeta 
 5216,"A Última Gota","Vanessa Barbosa",DISPONIVEL," Estaremos preparados?Biologia / Literatura Brasileira / Política ",244,Planeta 
 5217,"O Sapo Que Queria Ser Príncipe","Rubem Alves",DISPONIVEL,"Contos / Ficção / Literatura Brasileira / Biologia ",232,Planeta 
 5218,"Francisco; nosso Papa","Sandra Donin",DISPONIVEL,"Infantil / Infantojuvenil / Literatura Estrangeira ",32,Editora 
 5219,"Anjos à Nossa Volta","Anthony DeStefano",DISPONIVEL," ",240,Editora 
 5220,"Augusto Cury. O Colecionador de Lágrimas e em Busca do Sentido da Vida - Caixa","Augusto Cury",DISPONIVEL," ",744,Editora 
 5221,"Pe. Fabio de Melo. O Discípulo da Madrugada; Orfandades e Tempo de Esperas - Caixa","Pe. Fabio de Melo",DISPONIVEL," ",512,Editora 
 5222,"Once upon a time","Irmãos Grimm",DISPONIVEL," ",257,Editora 
 5223,"Once upon a time","Irmãos Grimm",DISPONIVEL," ",257,Editora 
 5224,"Conversando com C.S. Lewis","Alister McGrath",DISPONIVEL," Lewis sobre diversos assuntos polêmicos? Você já pensou como seria uma entrevista com ele, falando sobre assuntos atuais e o que ele pensa sobre isso? ",146,Editora 
 5225,"Eu; submissa","Jodi Ellen Malpas",DISPONIVEL," A missão é ambiciosa, mas ela não vai desistir! ",410,Editora 
 5226,"Paranormal Colombia:","Mario Mendoza",DISPONIVEL,"Ficção / História ",303,Editora 
 5227,"O Pé de Jaipur","Javier Moro",DISPONIVEL,"Literatura Estrangeira / Romance ",256,Planeta 
 5228,"O Que Você Quiser: Envolvida Por Um Bilionário","Sara Fawkes",DISPONIVEL,"Erótico / Ficção / Literatura Estrangeira / Romance ",304,Planeta 
 5229,"A Verdade por trás do Google","Alejandro Suárez Sánchez-Ocaña",DISPONIVEL,"Literatura Estrangeira / Não-ficção ",304,Planeta 
 5230,"SEIS SEMANAS PARA UAU","VENICE FULTON",DISPONIVEL," É um estilo de vida, que vai fazer você descobrir que pode, sim, ficar magra - e mais magra que todas as suas amigas! ",288,Planeta 
 5231,"Tesouros da Terra","Planeta De Agostini",DISPONIVEL," ",6,Planeta 
 5232,"50 noites em tons de cinza","L. Elias",DISPONIVEL," Será que você também experimentaria 50 noites como essa?Erótico / Ficção / Literatura Estrangeira / Romance ",112,Planeta 
 5233,"Uma noite em 67","Renato Terra",DISPONIVEL," ",298,Planeta 
 5234,"Os Irmãos Sister","Patrick deWitt",DISPONIVEL," Será que você conseguirá acompanhar o gatilho desses dois irmãos?Cuidado! Você está na mira deles!Romance / Ficção / Literatura Estrangeira ",208,Planeta 
 5235,Salamina,"Javier Negrete",DISPONIVEL,"Ficção / Literatura Estrangeira ",624,Planeta 
 5236,Filosofia,"Jeremy Harwood",DISPONIVEL,"Filosofia / História ",192,Planeta 
 5237,"O Pessegueiro","Sarah Addison Allen",DISPONIVEL,"Ficção / Literatura Estrangeira ",256,Planeta 
 5238,"Meus Enigmas Favoritos","J. J. Benítez",DISPONIVEL," ",256,Planeta 
 5239,"O DJ - Choque Eletrônico","Toni Brandão",DISPONIVEL," Como é que personagens desaparecem? E por que antes de sumirem estes personagens, poucos minutos depois de estarem ali, afirmam que nunca haviam conhecido a garota antes? De repente um grande segredo é revelado (ou um pouco revelado): será que a aventura pode continuar num novo romance? ",198,Planeta 
 5240,"As Treze Relíquias","Michael Scott",DISPONIVEL,"Ficção / Literatura Estrangeira ",416,Planeta 
 5241,"O Desconhecido","Portia Da Costa",DISPONIVEL,"Erótico / Literatura Estrangeira / Romance ",304,Planeta 
 5242,"Carta aberta de Woody Allen para Platão","Juan Antonio Rivera",DISPONIVEL," ",256,Planeta 
 5243,"A Grande Degeneração","Niall Ferguson",DISPONIVEL," Estaríamos diante de uma degeneração irrefreável desses que sempre foram os pilares de nossa civilização? ",128,Planeta 
 5244,"Macarons; Brownies; Cupcakes e Cookies","Lucrecia Pérsico",DISPONIVEL," ",160,Planeta 
 5245,"Agente Secreto Zero Zero Ká","Geronimo Stilton",DISPONIVEL," Estranho! Mas quem seria aquele cara, isto é, aquele rato com óculos escuros? ",128,Planeta 
 5246,Inferno,"Dan Brown",DISPONIVEL,"Literatura Estrangeira / Artes / Aventura / Crime / Drama / Ficção / Ficção científica / Línguas Estrangeiras / Romance / Romance policial / Suspense e Mistério ",633,Planeta 
 5247,"As Mulheres do Deserto","Alice Hoffman",DISPONIVEL,"Fantasia / Literatura Estrangeira / Romance ",480,Planeta 
 5248,"Que Danado!","Iván Ledesma",DISPONIVEL,"Infantojuvenil / Literatura Estrangeira ",232,Planeta 
 5249,"Pensar bem; sentir-se bem","Walter Riso",DISPONIVEL,"Autoajuda / Literatura Brasileira ",240,Planeta 
 5250,"Mel e Amêndoas","Maha Akhtar",DISPONIVEL,"Literatura Estrangeira / Romance ",448,Planeta 
 5251,"Gata Borralheira","Toni Brandão",DISPONIVEL,"Ficção / Infantojuvenil / Literatura Brasileira ",64,Planeta 
 5252,"Código da Vida","Saulo Ramos",DISPONIVEL," ",720,Planeta 
 5253,"Iron Man","Tony Iommi",DISPONIVEL," Quem nunca balançou a cabeça ao som do riff de ""Iron Man""? ",400,Planeta 
 5254,"Histórias e Conversas de Mulher","Mary del Priore",DISPONIVEL,"Ensaios / História / Sociologia ",312,Planeta 
 5255,GAROTAPOP.COM,"Carolina Estrella",DISPONIVEL,"Infantojuvenil / Literatura Brasileira / Romance ",196,Planeta 
 5256,"Quem Me Roubou de Mim?","Padre Fábio de Melo",DISPONIVEL," ",216,Planeta 
 5257,"Encontro na montanha vermelha","J. J. Benítez",DISPONIVEL,"Ficção / Literatura Estrangeira ",240,Planeta 
 5258,"Dexter em Cena","Jeff Lindsay",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",416,Planeta 
 5259,"Histórias populares da Língua Portuguesa","Celso Sisto",DISPONIVEL," Viva a lusofonia, que congrega tantos falantes de um mesmo idioma, que apesar disso, também torna-se rico, distinto e específico em cada lugar!Educação / Infantojuvenil / Literatura Brasileira ",152,Planeta 
 5260,"Revenge - Treinamento Para Vingança","Jesse Lasky",DISPONIVEL," Outras quatro pessoas estão na ilha se preparando para sua própria vingança pessoal, mas e se descobrissem que suas missões estão interligadas e seus destinos entrelaçados?Ficção / Literatura Estrangeira / Romance / Suspense e Mistério ",256,Planeta 
 5261,"Amor sem frescura","Claudia Matarazzo",DISPONIVEL,"Autoajuda / Literatura Brasileira ",192,Planeta 
 5262,Encontros,"Gabriel Rolón",DISPONIVEL,"Autoajuda / Literatura Estrangeira / Romance ",192,Planeta 
 5263,"Aos Meus Filhos","Mark M. Weber",DISPONIVEL,"Ficção / Infantojuvenil / Literatura Estrangeira ",268,Planeta 
 5264,"Uma Família Feliz","David Safier",DISPONIVEL,"Quem disse que é fácil ser uma família feliz?Literatura Estrangeira / Romance ",288,Planeta 
 5265,"Corta Pra Mim","Marcelo Rezende",DISPONIVEL,"Biografia, Autobiografia, Memórias / Comunicação / Crime / Não-ficção ",240,Planeta 
 5266,"Meus filhos Minotauro e Minotouro","Marina Correia",DISPONIVEL,"Biografia, Autobiografia, Memórias / Esportes / Literatura Brasileira ",152,Planeta 
 5267,"O Livro dos Valores","Gabriel Chalita",DISPONIVEL," ",128,Editora 
 5268,Civilização,"Niall Ferguson",DISPONIVEL," ",432,Editora 
 5269,Civilização,"Niall Ferguson",DISPONIVEL," ",432,Editora 
 5270,"Desculpa se te chamo de amor","Federico Moccia",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",616,Editora 
 5271,"Paisagens da Alma","Rubem Alves",DISPONIVEL," Emocione-se! ",80,Editora 
 5272,"Carolina Se Apaixona","Federico Moccia",DISPONIVEL," ",400,Planeta 
 5273,"Existiu Outra Humanidade","J. J. Benítez",DISPONIVEL," ",208,Planeta 
 5274,"O Amor é Como Um Queijo!","Geronimo Stilton",DISPONIVEL," Histórias até com cheirinho, palavra de Geronimo Stilton! ",116,Planeta 
 5275,"A Busca da Felicidade","Douglas Kennedy",DISPONIVEL," ",608,Planeta 
 5276,"Etiqueta sem frescura","Claudia Matarazzo",DISPONIVEL,"Literatura Brasileira ",304,Planeta 
 5277,"Nossas fantasias mais íntimas","Alicia Gallotti",DISPONIVEL," ",208,Planeta 
 5278,"O Lamento do Violino","Gabriel Rolón",DISPONIVEL,"  ",304,Planeta 
 5279,Amor,"Gabriel Chalita",DISPONIVEL," ",90,Planeta 
 5280,"A Princesa Perdida","Maha Akhtar",DISPONIVEL,"Chick-lit ",272,Planeta 
 5281,"Em Alto Mar","Wilbur Smith",DISPONIVEL," ",400,Planeta 
 5282,"Tóquio: Cidade Ocupada ( Tokyo: Occupied City)","David Peace",DISPONIVEL,""" The New York TimesFicção ",320,Planeta 
 5283,"O Colecionador de Lágrimas","Augusto Cury",DISPONIVEL," Faria ele esta atrocidade?""Psicologia ",375,Planeta 
 5284,"O Diário de Dan","Dan Kirchner",DISPONIVEL,"Infantojuvenil ",208,Planeta 
 5285,"Ecopiratas em Fernando de Noronha","Beto Junqueyra",DISPONIVEL," Sujeito mais doido, impossível! Embarque nesta divertida aventura repleta de maluquices e transforme-se num Ecopirata, a serviço da Rainha Natureza! ",80,Planeta 
 5286,"O Estranho","Camilla Läckberg",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",368,Planeta 
 5287,"Civilização - Ocidente x Oriente","Niall Ferguson",DISPONIVEL,"História / História Geral ",378,Planeta 
 5288,Pimentas,"Rubem Alves",DISPONIVEL," Por isso a música me traz felicidade (em Minha música) ",215,Planeta 
 5289,"Minhas Tudo","Mario Prata",DISPONIVEL," Afinal, vai dizer que você nunca ficou um bom tempo para regular a temperatura do chuveiro, ou parou para descobrir as besteiras que até hoje guarda na carteira e não sabe por que, ou ainda ficou tentando, igual bobo, mil técnicas para fazer o soluço passar? ",224,Planeta 
 5290,"Jesus me Ama","David Safier",DISPONIVEL,"  ",304,Planeta 
 5291,"Duplo Dexter","Jeff Lindsay",DISPONIVEL,"Drama / Ficção / Suspense e Mistério ",400,Planeta 
 5292,"O Mistério da Virgem de Guadalupe","J. J. Benítez",DISPONIVEL,"Religião e Espiritualidade ",421,Planeta 
 5293,"As Dez Orações que Deus Sempre Atende","Anthony Destefano",DISPONIVEL," ",204,Planeta 
 5294,"O Código de Atlântida","Charles Brokaw",DISPONIVEL,"  ",496,Planeta 
 5295,"Guia da Culinária Ogra","André Barcinski",DISPONIVEL," ",112,Planeta 
 5296,"O LÍDER TERRÍVEL","Dan White",DISPONIVEL," ",272,Planeta 
 5297,"A Sedução no Discurso","Gabriel Chalita",DISPONIVEL," ",184,Planeta 
 5298,"Halo: Cryptum","Greg Bear",DISPONIVEL,"  ",319,Planeta 
 5299,"O Pote Mágico",Ferréz,DISPONIVEL," ",48,Planeta 
 5300,"Bem Profundo","Portia Da Costa",DISPONIVEL,"Erótico / Ficção / Literatura Estrangeira / Romance ",256,Planeta 
 5301,"Marketing e Marketeam ","Francesc Delgado",DISPONIVEL," ",176,Planeta 
 5302,"Manual dos Jovens Estressados","Augusto Cury",DISPONIVEL,"Autoajuda / Psicologia ",176,Planeta 
 5303,"De Carona Com Restart",Restart,DISPONIVEL," ",63,Planeta 
 5304,"A Infância de Jesus","Papa Bento XVI",DISPONIVEL,"Joseph RatzingerBento XVIReligião e Espiritualidade / Literatura Estrangeira / Não-ficção ",110,Planeta 
 5305,"Fama; fortuna e ambição",Osho,DISPONIVEL,"Religião e Espiritualidade ",256,Planeta 
 5306,"Cidade de Deus","Paulo Lins",DISPONIVEL," Crime / Não-ficção / Romance / Ficção / Literatura Brasileira ",392,Planeta 
 5307,"James Lins","Mario Prata",DISPONIVEL," ",192,Planeta 
 5308,"O mistério dos elfos","Geronimo Stilton",DISPONIVEL," Eu nunca poderia imaginar! ",128,Planeta 
 5309,1808,"Laurentino Gomes",DISPONIVEL,"História / História do Brasil / História Geral ",367,Planeta 
 5310,"Muffins & Cupcakes","Lucrecia Pérsico",DISPONIVEL,"  ",160,Planeta 
 5311,"O estranho caso do ladrão de notícias","Geronimo Stilton",DISPONIVEL," ",128,Planeta 
 5312,"Carta Aberta Para Minha Mae","Gabriel Chalita",DISPONIVEL," ",112,Editora 
 5313,"Tela Plana","Leo Cunha",DISPONIVEL," Então por que não um livro com histórias de televisão?Crônicas ",61,Editora 
 5314,"Manual dos jovens estressados","Augusto Cury",DISPONIVEL," ",176,Editora 
 5315,"Cavalo de Tróia 2 - Massada","J.J. Benitez",DISPONIVEL," ",480,Editora 
 5316,"As Montanhas de Buda","Javier Moro",DISPONIVEL," ",256,Editora 
 5317,"Guia da Culinária Ogra","André Barcinski",DISPONIVEL," ",112,Editora 
 5318,"Dexter - A mão esquerda de Deus","Jeff Lindsay",DISPONIVEL," ",260,Editora 
 5319,"O silêncio","Shusaku Endo",DISPONIVEL,"Literatura Estrangeira / Romance ",285,Planeta 
 5320,Toupeira,"Roger Franchini",DISPONIVEL,"  ",208,Planeta 
 5321,"A Bíblia do diabo","Richard Dübell",DISPONIVEL,"Ficção / História Geral / Romance / Suspense e Mistério ",512,Planeta 
 5322,"Dexter: Design de um Assassino","Jeff Lindsay",DISPONIVEL,"Crime / Drama / Ficção / Romance policial / Suspense e Mistério ",272,Planeta 
 5323,"A Bíblia do Diabo","Richard Dubell",DISPONIVEL," ",512,Planeta 
 5324,"Gritos do Passado","Camilla Läckberg",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",368,Planeta 
 5325,Daemon,"Daniel Suárez",DISPONIVEL,"Ficção científica / Internet / Literatura Estrangeira / Romance ",432,Planeta 
 5326,"O terceiro anjo","Alice Hoffman",DISPONIVEL," ",272,Planeta 
 5327,"Diário de um Magro","Mario Prata",DISPONIVEL,"  ",142,Planeta 
 5328,"O Segredo de Frida Kahlo","Francisco Haghenbeck",DISPONIVEL,"Ficção / Literatura Estrangeira ",272,Planeta 
 5329,"Fidel e Raul; Meus Irmãos","Juanita Castro",DISPONIVEL,"Biografia, Autobiografia, Memórias / Política ",416,Planeta 
 5330,"Os Dias Escuros","Manel Loureiro Doval",DISPONIVEL,"Horror ",317,Planeta 
 5331,"Jesus de Nazaré","Papa Bento XVI",DISPONIVEL," Religião e Espiritualidade / Não-ficção ",272,Planeta 
 5332,"Filhos de Hippies","Maxine Swann",DISPONIVEL,"  ",192,Planeta 
 5333,"Tóquio Ano Zero (Tokyo Year Zero)","David Peace",DISPONIVEL,"Ficção ",400,Planeta 
 5334,"O Mestre dos Quebra-Cabeças","Betsy Carter",DISPONIVEL,"  ",349,Planeta 
 5335,"O Palhaço e sua filha","Halide Edip Adivar",DISPONIVEL,"  ",400,Planeta 
 5336,Reino,"Tom Martin",DISPONIVEL," ",384,Planeta 
 5337,"Mano; a noite está velha","Wilson Bueno",DISPONIVEL,"Ficção / Literatura Brasileira ",160,Planeta 
 5338,Conexões,"Norman Lance",DISPONIVEL,"Ficção ",175,Planeta 
 5339,"A Caixa de Midas","G. P. Taylor",DISPONIVEL,"Aventura / Fantasia / Ficção / Infantil / Infantojuvenil ",352,Planeta 
 5340,"O Terceiro Reich no Poder","Richard J. Evans",DISPONIVEL,"História / História Geral / Literatura Estrangeira / Não-ficção / Política / Romance / Sociologia ",1040,Planeta 
 5341,Redenção,"Börge Hellström",DISPONIVEL,"Crime / Ficção / Suspense e Mistério ",352,Planeta 
 5342,"O Enviado","J. J. Benítez",DISPONIVEL," ",184,Planeta 
 5343,"O Semeador","Gabriel Chalita",DISPONIVEL,"  ",80,Planeta 
 5344,"O Cortador de Pedras","Camilla Läckberg",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",447,Planeta 
 5345,Richthofen,"Roger Franchini",DISPONIVEL," ",192,Planeta 
 5346,"A Profecia do Paraíso","Robert Browne",DISPONIVEL,"Drama / Literatura Estrangeira / Suspense e Mistério ",432,Planeta 
 5347,"Coisas engraçadas aconteceram no caminho para o futuro","Michael J. Fox",DISPONIVEL," ",144,Planeta 
 5348,2012,"Whitley Strieber",DISPONIVEL," ",352,Planeta 
 5349,"Minhas Vidas Passadas ","Mario Prata",DISPONIVEL," ",175,Planeta 
 5350,"S.O.S Perdido no espaço","Geronimo Stilton",DISPONIVEL,"ou melhor, no espaço! ",128,Planeta 
 5351,"Halloween... Que medo","Geronimo Stilton",DISPONIVEL," E ainda o obrigaram a participar de uma festa de Halloween com um menu de dar calafrios ? ou você comeria almôndegas de sapo ao molho de vampiro como acompanhamento? ",128,Planeta 
 5352,"Sócrates e Thomas More : Correspondências imaginárias","Gabriel Chalita",DISPONIVEL," ",128,Planeta 
 5353,"Minhas Mulheres e Meus Homens","Mario Prata",DISPONIVEL," ",270,Planeta 
 5354,"Por Trás do Véu de Ísis","Marcel Souto Maior",DISPONIVEL,"   ",252,Planeta 
 5355,"O meu nome é Stilton; Geronimo Stilton","Geronimo Stilton",DISPONIVEL,"  ",128,Planeta 
 5356,"2012 ","Whitley Striber",DISPONIVEL," ",351,Planeta 
 5357,"Mas será o Benedito?","Mario Prata",DISPONIVEL," Afinal, nada como uma boa história pra boi dormir, não é?!Comunicação / Dicionários ",175,Planeta 
 5358,Amor,"Gabriel Chalita",DISPONIVEL,"Poemas, poesias ",40,Planeta 
 5359,"Coração de Mãe","Isabel Minhós Martins",DISPONIVEL,"Mas como?Infantil ",32,Planeta 
 5360,"Levantai-vos! Vamos!","Papa João Paulo II",DISPONIVEL," E que mensagem mais veemente poderíamos receber nos dias de hoje, num mundo que incessantemente nos confunde com uma quantidade avassaladora de sugestões ambíguas? ",210,Planeta 
 5361,"Histórias Íntimas","Mary del Priore",DISPONIVEL,"História do Brasil ",256,Planeta 
 5362,"O rei das pequenas coisas","Celso Sisto",DISPONIVEL," ",63,Planeta 
 5363,"Iron Man","Tony Iommi",DISPONIVEL,"dpuf ",352,Simon 
 5364,"Pocoyo. Aprende a Reciclar","Vários Autores",DISPONIVEL," ",32,Editora 
 5365,"EL TODO COTIDIANO","ZOÉ VALDÉS",DISPONIVEL,"Ficção / Romance ",301,Editora 
 5366,"La niña del arrozal","José Luis Olaizola",DISPONIVEL,"Drama ",164,Editora 
 5367,"O Vendedor de Armas","Hugh Laurie",DISPONIVEL,"Ficção / Literatura Estrangeira / Suspense e Mistério ",288,Planeta 
 5368,"Elza Soares","José Louzeiro ",DISPONIVEL," ",383,Planeta 
 5369,"A esperança tem muitas faces","Lucília J. de Almeida Prado",DISPONIVEL," Será que eles voltarão a se encontrar? ",336,Planeta 
 5370,"O Sonho de Rubina","Rubina Ali",DISPONIVEL," ",158,Planeta 
 5371,Imortal,"Richelle Mead ",DISPONIVEL,"Fantasia / Ficção / Literatura Estrangeira / Romance ",256,Planeta 
 5372,"Os homens preferem mesmo as loiras?","Jena Pincott",DISPONIVEL," ",207,Planeta 
