index,titulo,autor,n_pags,editora,genero 
 212,"Comer Para Não Morrer","Michael Greger",496,Intrínseca,"Literatura Estrangeira / Não-ficção / Medicina e Saúde " 
 213,"Pequenos incêndios por toda parte"," Celeste Ng ",416,Intrínseca,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 214,"Tudo o que nunca contei"," Celeste Ng ",304,Intrínseca,"The New York Times Book ReviewFicção / Línguas Estrangeiras / Literatura Estrangeira / Romance / Suspense e Mistério " 
 215,"Black Hammer","Jeff Lemire",184,Intrínseca,"Aventura / Drama / Fantasia / Ficção / Ficção científica / HQ, comics, mangá / Literatura Estrangeira " 
 216,"Logo; logo","Kelly Weinersmit",384,Intrínseca,"Literatura Estrangeira / Não-ficção " 
 217,"A essência do mal","Luca D'Andrea",368,Intrínseca,"Literatura Estrangeira / Suspense e Mistério " 
 218,"Praia de Manhattan","Jennifer Egan",448,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 219,"O que Alice esqueceu","Liane Moriarty ",416,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 220,"A princesa prometida","William Goldman",416,Intrínseca,"Ficção / Literatura Estrangeira " 
 221,"Uma Casa No Fundo de Um Lago","Josh Malerman",160,Intrínseca,"Fantasia / Ficção / Horror / Jovem adulto / Literatura Estrangeira / Suspense e Mistério " 
 222,"Mentes sombrias","Alexandra Bracken",384,Intrínseca,"Distopia / Fantasia / Ficção / Ficção científica / Jovem adulto / Literatura Estrangeira " 
 223,"Refúgio no Sábado","Miriam Leitão",288,Intrínseca,"Crônicas / Literatura Brasileira " 
 224,"Variações Enigma"," André Aciman ",320,Intrínseca,"Ficção / LGBT / GLS / Literatura Estrangeira / Romance " 
 225,"Leah Fora de Sintonia","Becky Albertalli",320,Intrínseca,"Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira " 
 226,"A FORMA DA ÁGUA","Del Toro ",352,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 227,Princípios,"Ray Dalio",592,Intrínseca,"Economia, Finanças / Literatura Estrangeira " 
 228,"Uma certa ideia de Brasil","Pedro Malan",512,Intrínseca,"Economia, Finanças / Literatura Brasileira / Não-ficção / Política " 
 229,"O Homem de Giz","C.J. Tudor",272,Intrínseca,"EDIÇÃO EM EBOOKLiteratura Estrangeira / Suspense e Mistério / Terror " 
 230,"O novo poder","Henry Timms",336,Intrínseca,"Não-ficção / Negócios e Empreendedorismo " 
 231,Princípios,"Ray Dalio",592,Intrínseca,"Negócios e Empreendedorismo " 
 232,"A Morte da verdade","Michiko Kakutani",272,Intrínseca,"Nesse cenário de descaso pelos fatos, da substituição da razão pela emoção e da corrosão da linguagem  que diminuem o próprio valor da verdade , o que pode acontecer com os Estados Unidos e com o restante do mundo?Ensaios / História / Literatura Estrangeira / Não-ficção / Política " 
 233,"Esqueceram de Mim","Kim Smith",48,Intrínseca,"Cinema / Ficção / Ficção científica / Infantil " 
 234,"De volta para o futuro","Kim Smith",48,Intrínseca,"Aventura / Ficção científica / HQ, comics, mangá / Infantojuvenil " 
 235,"E.T. - O extraterrestre","Kim Smith",48,Intrínseca,"Fábula / Ficção / HQ, comics, mangá / Infantojuvenil / Literatura Estrangeira " 
 236,"Esqueceram de mim","Kim Smith",48,Intrínseca,"Infantil / Infantojuvenil / Literatura Estrangeira " 
 237,"Você foi enganado","Chico Otávio",288,Intrínseca,"Literatura Brasileira / Não-ficção / Política " 
 238,"Leonardo da Vinci - Edição de Luxo","Walter Isaacson",640,Intrínseca,"Biografia, Autobiografia, Memórias " 
 239,"Por que nós dormimos"," Matthew Walker ",400,Intrínseca,"Literatura Estrangeira / Não-ficção / Medicina e Saúde / Psicologia " 
 240,"A Morte da Verdade","Michiko Kakutani",272,Intrínseca,"Nesse cenário de descaso pelos fatos, da substituição da razão pela emoção e da corrosão da linguagem  que diminuem o próprio valor da verdade , o que pode acontecer com os Estados Unidos e com o restante do mundo?Política " 
 241,"Mitologia Nórdica","Neil Gaiman",288,Intrínseca,"Ficção " 
 242,"De Volta Para o Futuro","Kim Smith",48,Intrínseca,"Cinema / Ficção / Ficção científica / Infantil " 
 243,"Black Hammer","Jeff Lemire",176,Intrínseca,"Drama / Fantasia / Ficção / HQ, comics, mangá / Literatura Estrangeira " 
 244,"O Primeiro Homem","James R. Hansen",512,Intrínseca,"Biografia, Autobiografia, Memórias / História " 
 245,"Mapa dos Dias","Ransom Riggs",448,Intrínseca,"Aventura / Fantasia / Ficção / Horror / Jovem adulto / Literatura Estrangeira " 
 246,"Black Hammer","Jeff Lemire",176,Intrínseca,"HQ, comics, mangá " 
 247,"A Catedral do Mar","Ildefonso Falcones",576,Intrínseca,"Aventura / Ficção / Literatura Estrangeira / Romance " 
 248,"O Desaparecimento de Stephanie Mailer","Joël Dicker",576,Intrínseca," O que aconteceu a Stephanie Mailer?Crime / Literatura Estrangeira / Romance policial / Suspense e Mistério " 
 249,"As Viúvas","Lynda La Plante",400,Intrínseca,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 250,"Dez argumentos para você deletar agora suas redes sociais","Jaron Lanier",192,Intrínseca,"Internet / Literatura Estrangeira / Não-ficção / Política / Psicologia " 
 251,"Velhos são os outros","Andréa Pachá",208,Intrínseca,"Crônicas / Literatura Brasileira " 
 252,"Como mudar sua mente","Michael Pollan",480,Intrínseca,"Literatura Estrangeira / Medicina e Saúde / Psicologia / Religião e Espiritualidade / Sociologia " 
 253,"O caso da mansão Deboën","Edgar Cantero",352,Intrínseca,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 254,"Tartarugas até lá embaixo","John Green",208,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 255,"What If It's Us","Becky Albertalli",448,HarperTeen,"But what if they cant nail a first date even after three do-overs?What if Arthur tries too hard to make it work and Ben doesnt try hard enough?What if life really isnt like a Broadway play?But what if it is?What if its us?Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira " 
 256,"As oito montanhas","Paolo Cognetti",256,Intrínseca," " 
 257,"Em busca de abrigo","Jojo Moyes",256,Intrínseca," " 
 258,"MITOLOGIA NÓRDICA","Neil Gaiman",288,Intrínseca,"Literatura Brasileira " 
 259,"Paris para um e outros contos","Jojo Moyes",240,Intrínseca,"Contos / Literatura Estrangeira " 
 260,"O Livro dos Baltimore","Joël Dicker",416,Intrínseca,"Drama / Ficção / Literatura Estrangeira / Romance " 
 261,"Aconteceu naquele verão","Stephanie Perkins",384,Intrínseca,"Contos / Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 262,"Como combater a fúria de um dragão","Cressida Cowell",496,Intrínseca," Tudo seria um pouco mais fácil se nosso Herói não tivesse perdido a memória e conseguisse lembrar quem ele éInfantojuvenil / Literatura Estrangeira " 
 263,"Buracos negros","Stephen Hawking",64,Intrínseca,"Literatura Estrangeira " 
 264,"Meu menino vadio","Luiz Fernando Vianna",208,Intrínseca,"Biografia, Autobiografia, Memórias / Literatura Brasileira " 
 265,"Cinquenta Tons Mais Escuros","E.L. James",512,Intrínseca,"Erótico / Ficção / Literatura Estrangeira / Romance " 
 266,"Regras simples","Donald Sull e Kathleen M. Eisenhardt",352,Intrínseca,"Literatura Estrangeira / Não-ficção " 
 267,"A batalha por WondLa","Tony DiTerlizzi",400,Intrínseca,"Infantojuvenil / Literatura Estrangeira " 
 268,"Antes que eu vá","Lauren Oliver",352,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 269,"Cinquenta Tons Mais Escuros","E.L. James",617,Intrínseca,"Erótico / Ficção / Literatura Estrangeira / Romance " 
 270,"A longa caminhada de Billy Lynn","Ben Fountain ",304,Intrínseca," Com uma prosa sofisticada, engraçada e devastadora, A longa caminhada de Billy Lynn é um retrato ácido e impactanteLiteratura Estrangeira / Romance " 
 271,"Como Combater a Fúria de Um Dragão","Cressida Cowell",496,Intrínseca,"Quando o dia chegar ao fim, Soluço poderá ser o herói? Será que os dragões irão sobreviver?Aventura / Fantasia / Infantojuvenil " 
 272,"A verdade é teimosa","Miriam Leitão",383,Intrínseca,"Economia, Finanças / Literatura Brasileira " 
 273,"Às urnas; cidadãos!","Thomas Piketty",192,Intrínseca,"Economia, Finanças / Ensaios / Literatura Estrangeira " 
 274,"Pequenas Grandes Mentiras","Liane Moriarty ",400,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 275,"Os Irmãos Tapper Detonam Nova York","Geoff Rodkey",300,Intrínseca,"Infantojuvenil / Literatura Estrangeira " 
 276,"Somos Todos Extraordinários","R. J. Palacio",32,Intrínseca,"Infantojuvenil / Literatura Estrangeira " 
 277,"Eu Sei Onde Você Está","Claire Kendal",304,Intrínseca,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 278,"Somos Guerreiras","Glennon Doyle Melton",320,Intrínseca,"Biografia, Autobiografia, Memórias / Literatura Estrangeira " 
 279,"Quem era ela","JP Delaney",336,Intrínseca,"Literatura Estrangeira / Romance " 
 280,"Um Amor Incômodo","Elena Ferrante",176,Intrínseca,"Literatura Estrangeira / Romance " 
 281,"Mitologia Nórdica","Neil Gaiman",288,Intrínseca,"Contos / Ficção / Literatura Estrangeira " 
 282,"A Garota Que Você Deixou Para Trás","Jojo Moyes",317,Intrínseca,"Los Angeles TimesBest seller VEJAFicção / Literatura Estrangeira " 
 283,"Tudo o que nunca contei"," Celeste Ng ",304,Intrínseca,"Línguas Estrangeiras / Literatura Estrangeira / Romance / Ficção / Suspense e Mistério " 
 284,"Olhos Prateados","Scott Cawthon",368,Intrínseca,"Infantojuvenil / Jovem adulto / Literatura Estrangeira " 
 285,"Quatro estações em Roma","Anthony Doerr",240,Intrínseca,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção " 
 286,"Todo amor tem segredos","Viih Tube",160,Intrínseca,"Autoajuda / Biografia, Autobiografia, Memórias / Literatura Brasileira " 
 287,"Os irmãos Tapper detonam Nova York","Geoff Rodkey",288,Intrínseca,"Infantojuvenil / Literatura Estrangeira " 
 288,"Até Que a Culpa Nos Separe","Liane Moriarty ",464,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 289,"Até Que a Culpa Nos Separe","Liane Moriarty ",464,Intrínseca,"Chick-lit / Ficção / Literatura Estrangeira " 
 290,"Deixei Você Ir","Clare Mackintosh",368,Intrínseca,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 291,"Deixei Você Ir (e-Book)","Clare Mackintosh",368,Intrínseca,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 292,"Uma Pergunta Por Dia Para Mães","Potter Style",368,Intrínseca,"Não-ficção " 
 293,"Como Se Tornar Um Campeão","Márcia Vieira",176,Intrínseca,"Biografia, Autobiografia, Memórias / Literatura Brasileira " 
 294,Ruby,"Cynthia Bond",352,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 295,Ruby,"Cynthia Bond",352,Intrínseca,"Drama / Ficção / Literatura Estrangeira " 
 296,Sprint,"Jake Knapp",320,Intrínseca,"Design / Literatura Estrangeira / Negócios e Empreendedorismo " 
 297,"Sprint - Livro Digital","Jake Knapp",288,Intrínseca,"Design / Literatura Estrangeira / Não-ficção " 
 298,"O Papa e Mussolini","David I. Kertzer",592,Intrínseca,"História / Literatura Estrangeira / Não-ficção " 
 299,"Antes Que Eu Vá","Lauren Oliver",384,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 300,"Agora e Para Sempre; Lara Jean","Jenny Han",304,Intrínseca," Quando o coração e a razão apontam para direções diferentes, qual deles se deve ouvir?Ficção / Literatura Estrangeira / Romance " 
 301,"Tudo o que nunca contei"," Celeste Ng ",304,Intrínseca,"Línguas Estrangeiras / Literatura Estrangeira / Romance / Ficção / Suspense e Mistério " 
 302,"Pequenas Grandes Mentiras","Liane Moriarty ",438,Intrínseca,"Literatura Estrangeira " 
 303,"Bem-vindo à Vida Real","Christian McKay Heidicker",320,Intrínseca,"Infantojuvenil / Literatura Estrangeira " 
 304,"Antes da Queda","Noah Hawley",365,Intrínseca,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 305,"Breve história de sete assassinatos","Marlon James",736,Intrínseca,"Literatura Estrangeira / Romance " 
 306,"Piano Vermelho","Josh Malerman",320,Intrínseca,"Ficção / Literatura Estrangeira " 
 307,"Apenas Uma Garota","Meredith Russo",240,Intrínseca,"Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira / Romance " 
 308,"Em Busca de Abrigo","Jojo Moyes",320,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 309,"A Casa das Marés","Jojo Moyes",384,Intrínseca,"Ficção / Literatura Estrangeira / Romance / Drama " 
 310,"Mitologia Nórdica","Neil Gaiman",288,Intrínseca,"Fantasia / Ficção / Literatura Estrangeira " 
 311,"Excesso de Luz","Christian McKay Heidicker",40,Intrínseca,"Ficção / Infantil / Infantojuvenil " 
 312,"A Profecia das Sombras","Rick Riordan",336,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira " 
 313,"Razões para continuar vivo","Matt Haig",240,Intrínseca,"Autoajuda / Biografia, Autobiografia, Memórias " 
 314,"O Caminho da Porcelana","Edmund de Waal",384,Intrínseca,"Biografia, Autobiografia, Memórias / Não-ficção " 
 315,"O Projeto Desfazer","Michael Lewis",368,Intrínseca,"Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo " 
 316,"As Garotas","Emma Cline",336,Intrínseca,"Literatura Estrangeira / Romance " 
 317,"As Coisas que Perdemos no Fogo","Mariana Enriquez",192,Intrínseca,"Contos / Ficção / Literatura Estrangeira " 
 318,"Por trás de seus olhos","Sarah Pinborough",352,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 319,"Eu Sei Onde Você Está","Claire Kendal",304,Intrínseca,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 320,"Robô Selvagem","Peter Brown",288,Intrínseca,"Fantasia / Ficção científica / Literatura Estrangeira " 
 321,"Robô Selvagem","Peter Brown",288,Intrínseca,"Fantasia / Ficção / Ficção científica / Literatura Estrangeira " 
 322,Geekerela,"Ashley Poston",384,Intrínseca,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 323,"Hotel Valhala: Guia dos Mundos Nórdicos","Rick Riordan",160,Intrínseca,"Fantasia / Ficção / Jovem adulto / Literatura Estrangeira " 
 324,"Hoje Vai Ser Diferente","Maria Semple",253,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 325,"Até Que a Culpa Nos Separe","Liane Moriarty ",464,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 326,Mindhunter,"Mark Olshaker",384,Intrínseca,"Biografia, Autobiografia, Memórias / Crime / Literatura Estrangeira / Não-ficção / Psicologia " 
 327,"Amor & Gelato","Jenna Evans Welch",320,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira / Romance / Literatura Brasileira " 
 328,Fantasma,"Jason Reynolds",208,Intrínseca,"Ficção / Literatura Estrangeira " 
 329,Fantasma,"Jason Reynolds",208,Intrínseca,"Ficção / Infantojuvenil / Literatura Estrangeira " 
 330,"Amor & Gelato","Jenna Evans Welch",320,Intrínseca,"Ficção / Jovem adulto / Literatura Brasileira / Literatura Estrangeira / Romance " 
 331,"As Mães","Brit Bennett",256,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 332,"As Mães","Brit Bennett",256,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 333,"Os 27 Crushes de Molly","Becky Albertalli",320,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 334,"Os 27 Crushes de Molly","Becky Albertalli",284,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 335,"O Árabe do Futuro","Riad Sattouf",152,Intrínseca,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção " 
 336,"A Vida Que Enterramos","Allen Eskens",272,Intrínseca," Joe vai conseguir descobrir a verdade ou já é muito tarde para escapar?Ficção / Literatura Estrangeira / Suspense e Mistério " 
 337,"A Vida Que Enterramos","Allen Eskens",272,Intrínseca," Joe vai conseguir descobrir a verdade ou já é muito tarde para escapar?Ficção / Literatura Estrangeira / Suspense e Mistério " 
 338,"Como as Crianças Aprendem","Paul Tough",272,Intrínseca,"Educação / Literatura Estrangeira / Não-ficção " 
 339,"Como Ajudar as Crianças a Aprenderem","Paul Tough",128,Intrínseca,"Educação / Ensaios / Literatura Estrangeira / Não-ficção " 
 340,"As Upstarts","Brad Stone",384,Intrínseca,"Informática e Tecnologia / Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo " 
 341,"Meu livro. Eu que escrevi.","Raony Phillips",168,Intrínseca,"Biografia, Autobiografia, Memórias / Crônicas / Ficção / Humor, Comédia / Literatura Brasileira " 
 342,"A Grande Saída","Angus Deaton",336,Intrínseca,"Administração / Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo " 
 343,"O Curso do Amor","Alain de Botton",256,Intrínseca,"Literatura Estrangeira / Romance " 
 344,"O Navio dos Mortos","Rick Riordan",368,Intrínseca," Mas o maior desafio de Magnus será enfrentar as próprias inseguranças: será que ele vai conseguir derrotar o deus da trapaça em seu próprio jogo?Fantasia / Ficção / Jovem adulto / Literatura Estrangeira " 
 345,"Mulheres Sem Nome","Martha Hall Kelly",496,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 346,"Tartarugas Até Lá Embaixo","John Green",272,Intrínseca,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 347,"Cidade dos Etéreos","Ransom Riggs",320,Intrínseca,"Fantasia / Ficção / Infantojuvenil / Jovem adulto / Literatura Estrangeira / Romance " 
 348,"Box Para Todos os Garotos Que Já Amei","Jenny Han",928,Intrínseca,"Ficção / Literatura Estrangeira / Romance " 
 349,"Um Mais Um","Jojo Moyes",320,Intrínseca,"Chick-lit / Ficção / Literatura Estrangeira / Romance " 
